iter	Logloss
0	0.56078896
1	0.4744438591
2	0.400114966
3	0.3360113541
4	0.2865437494
5	0.2537107985
6	0.2293182648
7	0.2004043242
8	0.1769984737
9	0.159921066
10	0.1450366842
11	0.135087219
12	0.1235523506
13	0.1112518157
14	0.1013731334
15	0.09320646012
16	0.08831029182
17	0.08387151888
18	0.07701630332
19	0.07659714231
20	0.0715476708
21	0.0684439854
22	0.06503746483
23	0.06103257447
24	0.05950113626
25	0.05605714252
26	0.05580521685
27	0.05337103588
28	0.0511874324
29	0.05096366826
30	0.05064050565
31	0.04818359342
32	0.04717003996
33	0.04693257601
34	0.04546524457
35	0.04521617221
36	0.04405140042
37	0.04266790117
38	0.04135647077
39	0.0399866905
40	0.03855076681
41	0.03690539296
42	0.03546437751
43	0.03455944393
44	0.03401991694
45	0.03377398155
46	0.03367577561
47	0.03221502961
48	0.03088710675
49	0.03009798691
50	0.02919336679
51	0.02907401535
52	0.02834802394
53	0.02712234552
54	0.02702322921
55	0.02652761923
56	0.02536960098
57	0.02468253133
58	0.02460783449
59	0.02392322436
60	0.02383807989
61	0.02285371399
62	0.02251003554
63	0.02199641912
64	0.02191867066
65	0.0218134745
66	0.02132326367
67	0.02047044868
68	0.02039353103
69	0.02034132643
70	0.02028739171
71	0.02022894228
72	0.01962537817
73	0.01902985405
74	0.01899888618
75	0.01894588575
76	0.01837031407
77	0.01831279738
78	0.01770145386
79	0.01698892617
80	0.01695420721
81	0.01640795621
82	0.01620102875
83	0.01556653763
84	0.01509438312
85	0.01459087569
86	0.01456133738
87	0.01410645985
88	0.01387524902
89	0.01355118022
90	0.01326958217
91	0.01323390155
92	0.01320502028
93	0.01287872921
94	0.01259594888
95	0.01234313651
96	0.0120112007
97	0.01190596984
98	0.0115982665
99	0.01155067675
100	0.01152463704
101	0.01131484649
102	0.01113097152
103	0.0108441892
104	0.01052435703
105	0.01032147069
106	0.01012212222
107	0.01008271483
108	0.009812573138
109	0.009727093668
110	0.009510065203
111	0.009475564817
112	0.009458805901
113	0.009441174561
114	0.009421103339
115	0.009316667866
116	0.009127231409
117	0.009074353463
118	0.008933375418
119	0.008912296098
120	0.008659110419
121	0.008641916535
122	0.008529291242
123	0.008497792264
124	0.008350769755
125	0.00816146355
126	0.008024889964
127	0.007966553909
128	0.007954319898
129	0.007807244153
130	0.007653812373
131	0.007641670921
132	0.007537374158
133	0.007355818456
134	0.007345812244
135	0.007149040184
136	0.007137778302
137	0.007012253074
138	0.00693972787
139	0.006921835857
140	0.006797433432
141	0.006697328481
142	0.006589250898
143	0.006582559706
144	0.006579382845
145	0.006572579221
146	0.006545126625
147	0.006429077875
148	0.006276856138
149	0.006230329698
150	0.006224541825
151	0.006126813099
152	0.006122389418
153	0.006072301817
154	0.006072291496
155	0.006021936236
156	0.006016334148
157	0.005928626384
158	0.005881901665
159	0.005784849176
160	0.005784845536
161	0.005706878372
162	0.00561872686
163	0.005558288991
164	0.005532885966
165	0.005466100319
166	0.005466025119
167	0.005458648449
168	0.005458467295
169	0.005458431823
170	0.005452847911
171	0.005427114444
172	0.005422363581
173	0.005341714128
174	0.005336063753
175	0.005282881986
176	0.005282864341
177	0.005242490274
178	0.005158648473
179	0.005154905646
180	0.005151874651
181	0.005151810348
182	0.005151798976
183	0.005095224092
184	0.005091411284
185	0.005091400849
186	0.005059701378
187	0.005059614089
188	0.005053508097
189	0.005050963087
190	0.005026598434
191	0.004975102671
192	0.004935538281
193	0.004879016163
194	0.004873465229
195	0.004873414076
196	0.004824469365
197	0.004820713102
198	0.004752221462
199	0.004714713756
200	0.004667008468
201	0.004633984407
202	0.004583890045
203	0.004578454065
204	0.004535289725
205	0.004531994908
206	0.004500191061
207	0.004484412918
208	0.004431038918
209	0.004431018153
210	0.004381989766
211	0.004380579751
212	0.004332008016
213	0.004329004092
214	0.004296368089
215	0.004290240725
216	0.004264519977
217	0.004237413367
218	0.004198319393
219	0.004198311728
220	0.004198202782
221	0.004182172957
222	0.004179142041
223	0.004101819442
224	0.004078084047
225	0.004041059629
226	0.00399215091
227	0.003989346239
228	0.003954054415
229	0.003950714264
230	0.003915543079
231	0.003873694224
232	0.003873683406
233	0.003844680505
234	0.003842338886
235	0.003840096488
236	0.003840096488
237	0.003840073107
238	0.003840061418
239	0.00384005716
240	0.003811102674
241	0.003759201698
242	0.003737514534
243	0.003734316567
244	0.003731482975
245	0.003731299433
246	0.003705273506
247	0.003705258041
248	0.003692525095
249	0.003692514248
250	0.003692514248
251	0.003633766069
252	0.003633764094
253	0.003630749221
254	0.003627796423
255	0.003626143127
256	0.003581985714
257	0.003581970242
258	0.003580954611
259	0.003578021782
260	0.003571275193
261	0.003551539378
262	0.003526140914
263	0.00352610847
264	0.003524191488
265	0.003491440492
266	0.003491354308
267	0.003489627238
268	0.00348859138
269	0.003488491717
270	0.003488424958
271	0.00348839321
272	0.003488371632
273	0.003486982056
274	0.003486976761
275	0.003465510192
276	0.00345334502
277	0.003453292779
278	0.003427173507
279	0.003383707033
280	0.003381016979
281	0.003336304562
282	0.003310600895
283	0.003263656263
284	0.003263651971
285	0.003263635349
286	0.003260667223
287	0.003260593032
288	0.003256235756
289	0.003209876459
290	0.003209873889
291	0.003209844737
292	0.003209776915
293	0.003202233386
294	0.003172917028
295	0.003172896637
296	0.003166297304
297	0.003166282837
298	0.003139325545
299	0.003139321986
300	0.003091755738
301	0.003089245472
302	0.003089236744
303	0.00308915831
304	0.003089146299
305	0.003089143953
306	0.003086815857
307	0.00307500814
308	0.003072208224
309	0.0030721875
310	0.003069868942
311	0.003069868942
312	0.003068400868
313	0.003068389313
314	0.003062275592
315	0.003062268228
316	0.003062231119
317	0.00306223061
318	0.003041384786
319	0.003001878573
320	0.003000159559
321	0.003000151719
322	0.003000089155
323	0.002979970775
324	0.002968813866
325	0.002966646833
326	0.002951105131
327	0.002951027349
328	0.002951018897
329	0.002942077935
330	0.002942012227
331	0.00294168555
332	0.002941642061
333	0.002941612346
334	0.002941598639
335	0.002917146353
336	0.002915044417
337	0.002883810177
338	0.002853328791
339	0.002836256197
340	0.002836171739
341	0.002836157961
342	0.00283614789
343	0.002836147422
344	0.002835562438
345	0.002834659721
346	0.002813586061
347	0.002813513723
348	0.002813466802
349	0.002807185718
350	0.002807127568
351	0.002776987145
352	0.002776984628
353	0.002776943006
354	0.00277690824
355	0.002776843038
356	0.002776806857
357	0.002776723616
358	0.002776715863
359	0.002776711459
360	0.002776669855
361	0.00277665078
362	0.00277665078
363	0.002775349736
364	0.002768177189
365	0.002747667981
366	0.00274517363
367	0.002745155179
368	0.002743889419
369	0.00274388045
370	0.00274377454
371	0.002742390615
372	0.00273429887
373	0.002734296697
374	0.002734243626
375	0.00273422031
376	0.002734203193
377	0.002734167205
378	0.002691146404
379	0.002691116146
380	0.002691111129
381	0.002691054201
382	0.002687012274
383	0.00268700972
384	0.002667397011
385	0.002666493872
386	0.002643186626
387	0.002642435279
