iter	Passed	Remaining
1668	25905	20659
1669	25921	20644
1670	25937	20629
1671	25952	20613
1672	25968	20597
1673	25983	20581
1674	25998	20566
1675	26013	20550
1676	26028	20534
1677	26043	20518
1678	26059	20503
1679	26075	20487
1680	26090	20471
1681	26105	20456
1682	26121	20440
1683	26135	20424
1684	26151	20409
1685	26167	20394
1686	26182	20378
1687	26198	20362
1688	26213	20346
1689	26228	20330
1690	26243	20315
1691	26258	20299
1692	26274	20283
1693	26289	20268
1694	26306	20253
1695	26321	20238
1696	26336	20222
1697	26352	20206
1698	26368	20191
1699	26384	20176
1700	26399	20160
1701	26415	20145
1702	26431	20130
1703	26446	20114
1704	26462	20099
1705	26478	20083
1706	26493	20068
1707	26508	20052
1708	26524	20036
1709	26539	20021
1710	26556	20006
1711	26571	19990
1712	26586	19974
1713	26602	19959
1714	26618	19944
1715	26634	19929
1716	26650	19914
1717	26665	19897
1718	26680	19882
1719	26695	19866
1720	26710	19850
1721	26727	19835
1722	26743	19820
1723	26759	19805
1724	26774	19789
1725	26790	19774
1726	26806	19759
1727	26821	19743
1728	26836	19728
1729	26852	19712
1730	26868	19697
1731	26883	19681
1732	26898	19665
1733	26913	19649
1734	26928	19633
1735	26944	19618
1736	26959	19602
1737	26973	19585
1738	26988	19570
1739	27003	19554
1740	27019	19539
1741	27035	19523
1742	27050	19507
1743	27065	19492
1744	27081	19476
1745	27095	19460
1746	27110	19444
1747	27126	19429
1748	27141	19413
1749	27157	19398
1750	27173	19382
1751	27187	19366
1752	27203	19351
1753	27219	19335
1754	27234	19320
1755	27249	19304
1756	27265	19288
1757	27280	19273
1758	27295	19257
1759	27310	19241
1760	27325	19225
1761	27340	19210
1762	27356	19194
1763	27372	19179
1764	27387	19163
1765	27403	19148
1766	27418	19132
1767	27433	19116
1768	27449	19101
1769	27463	19085
1770	27479	19069
1771	27494	19053
1772	27509	19037
1773	27525	19022
1774	27541	19007
1775	27556	18991
1776	27571	18975
1777	27586	18960
1778	27601	18944
1779	27616	18928
1780	27631	18912
1781	27646	18896
1782	27662	18881
1783	27677	18865
1784	27692	18849
1785	27707	18833
1786	27722	18817
1787	27737	18802
1788	27752	18786
1789	27768	18770
1790	27783	18754
1791	27798	18739
1792	27815	18724
1793	27830	18708
1794	27846	18693
1795	27861	18678
1796	27876	18662
1797	27893	18647
1798	27908	18631
1799	27924	18616
1800	27939	18600
1801	27954	18584
1802	27969	18568
1803	27986	18554
1804	28002	18538
1805	28018	18523
1806	28034	18508
1807	28049	18492
1808	28064	18477
1809	28080	18461
1810	28095	18446
1811	28111	18430
1812	28126	18415
1813	28142	18399
1814	28158	18384
1815	28173	18368
1816	28190	18353
1817	28205	18338
1818	28220	18322
1819	28236	18306
1820	28251	18291
1821	28267	18275
1822	28282	18260
1823	28297	18244
1824	28313	18229
1825	28329	18214
1826	28344	18198
1827	28359	18182
1828	28374	18166
1829	28390	18151
1830	28406	18135
1831	28421	18120
1832	28437	18104
1833	28452	18089
1834	28468	18073
1835	28483	18058
1836	28498	18042
1837	28513	18026
1838	28528	18010
1839	28544	17995
1840	28559	17979
1841	28574	17963
1842	28590	17948
1843	28605	17933
1844	28620	17916
1845	28635	17901
1846	28650	17885
1847	28666	17869
1848	28681	17854
1849	28696	17838
1850	28711	17822
1851	28727	17807
1852	28742	17791
1853	28757	17775
1854	28773	17760
1855	28800	17751
1856	28817	17737
1857	28839	17725
1858	28855	17710
1859	28872	17696
1860	28890	17681
1861	28906	17666
1862	28923	17652
1863	28941	17637
1864	28958	17623
1865	28973	17607
1866	28988	17591
1867	29003	17576
1868	29020	17561
1869	29035	17545
1870	29050	17529
1871	29065	17514
1872	29081	17498
1873	29097	17483
1874	29111	17466
1875	29126	17451
1876	29141	17435
1877	29156	17419
1878	29172	17404
1879	29187	17388
1880	29203	17373
1881	29219	17358
1882	29234	17342
1883	29249	17326
1884	29265	17310
1885	29280	17294
1886	29295	17279
1887	29310	17263
1888	29327	17248
1889	29342	17232
1890	29357	17217
1891	29374	17202
1892	29389	17186
1893	29404	17170
1894	29420	17155
1895	29435	17139
1896	29451	17124
1897	29466	17108
1898	29481	17092
1899	29497	17077
1900	29511	17061
1901	29527	17045
1902	29543	17030
1903	29557	17014
1904	29572	16998
1905	29588	16983
1906	29604	16967
1907	29619	16952
1908	29635	16936
1909	29650	16921
1910	29665	16905
1911	29681	16889
1912	29696	16874
1913	29712	16858
1914	29728	16843
1915	29743	16827
1916	29758	16812
1917	29774	16796
1918	29790	16781
1919	29806	16765
1920	29822	16751
1921	29838	16735
1922	29853	16719
1923	29870	16704
1924	29885	16689
1925	29901	16674
1926	29917	16658
1927	29932	16643
1928	29948	16627
1929	29963	16612
1930	29979	16596
1931	29995	16581
1932	30011	16565
1933	30026	16550
1934	30041	16534
1935	30056	16518
1936	30072	16503
1937	30088	16487
1938	30102	16471
1939	30118	16456
1940	30132	16439
1941	30147	16424
1942	30163	16408
1943	30178	16393
1944	30193	16377
1945	30209	16361
1946	30225	16346
1947	30239	16330
1948	30255	16315
1949	30270	16299
1950	30286	16284
1951	30301	16268
1952	30316	16252
1953	30332	16237
1954	30347	16221
1955	30362	16205
1956	30377	16190
1957	30393	16174
1958	30409	16159
1959	30425	16144
1960	30441	16128
1961	30456	16112
1962	30470	16096
1963	30485	16080
1964	30501	16065
1965	30515	16049
1966	30531	16034
1967	30546	16018
1968	30561	16002
1969	30576	15986
1970	30592	15971
1971	30607	15955
1972	30623	15940
1973	30638	15924
1974	30653	15908
1975	30668	15893
1976	30684	15877
1977	30700	15862
1978	30715	15846
1979	30730	15831
1980	30745	15815
1981	30760	15799
1982	30775	15783
1983	30790	15767
1984	30805	15752
1985	30820	15736
1986	30834	15719
1987	30852	15705
1988	30868	15690
1989	30884	15675
1990	30900	15659
1991	30915	15644
1992	30930	15627
1993	30945	15612
1994	30961	15597
1995	30976	15581
1996	30993	15566
1997	31009	15551
1998	31024	15535
1999	31041	15520
2000	31057	15505
2001	31073	15490
2002	31089	15474
2003	31104	15459
2004	31119	15443
2005	31135	15428
2006	31151	15412
2007	31168	15397
2008	31183	15382
2009	31199	15367
2010	31215	15351
2011	31231	15336
2012	31245	15320
2013	31261	15304
2014	31276	15288
2015	31292	15273
2016	31308	15258
2017	31324	15243
2018	31340	15227
2019	31356	15212
2020	31371	15196
2021	31387	15181
2022	31403	15166
2023	31418	15150
2024	31434	15135
2025	31450	15119
2026	31465	15104
2027	31481	15088
2028	31495	15072
2029	31510	15056
2030	31526	15041
2031	31541	15025
2032	31557	15010
2033	31573	14995
2034	31588	14979
2035	31602	14963
2036	31618	14947
2037	31633	14932
2038	31649	14916
2039	31665	14901
2040	31680	14885
2041	31696	14870
2042	31712	14854
2043	31728	14839
2044	31744	14824
2045	31759	14808
2046	31774	14792
2047	31789	14777
2048	31804	14761
2049	31820	14745
2050	31836	14730
2051	31852	14715
2052	31868	14699
2053	31884	14684
2054	31900	14669
2055	31915	14653
2056	31930	14638
2057	31946	14622
2058	31961	14606
2059	31977	14591
2060	31992	14575
2061	32008	14560
2062	32023	14544
2063	32038	14529
2064	32053	14513
2065	32070	14498
2066	32085	14482
2067	32100	14467
2068	32116	14451
2069	32132	14436
2070	32147	14420
2071	32163	14405
2072	32178	14389
2073	32194	14374
2074	32210	14358
2075	32226	14343
2076	32241	14327
2077	32256	14312
2078	32273	14297
2079	32288	14281
2080	32303	14265
2081	32319	14250
2082	32334	14234
2083	32349	14218
2084	32365	14203
2085	32380	14187
2086	32396	14172
2087	32411	14156
2088	32427	14141
2089	32442	14125
2090	32458	14110
2091	32474	14094
2092	32489	14079
2093	32505	14063
2094	32520	14048
2095	32535	14032
2096	32550	14016
2097	32566	14001
2098	32581	13985
2099	32597	13970
2100	32612	13954
2101	32627	13938
2102	32643	13923
2103	32659	13908
2104	32674	13892
2105	32690	13877
2106	32705	13861
2107	32721	13845
2108	32736	13830
2109	32751	13814
2110	32766	13798
2111	32782	13783
2112	32798	13768
2113	32812	13752
2114	32829	13737
2115	32844	13721
2116	32859	13705
2117	32875	13690
2118	32890	13674
2119	32905	13658
2120	32920	13643
2121	32936	13627
2122	32951	13612
2123	32966	13596
2124	32982	13580
2125	32997	13565
2126	33013	13549
2127	33028	13534
2128	33042	13518
2129	33057	13502
2130	33072	13486
2131	33088	13471
2132	33104	13455
2133	33120	13440
2134	33135	13424
2135	33150	13409
2136	33165	13393
2137	33180	13377
2138	33195	13362
2139	33210	13346
2140	33225	13330
2141	33241	13315
2142	33255	13299
2143	33270	13283
2144	33286	13267
2145	33300	13252
2146	33315	13236
2147	33332	13221
2148	33346	13205
2149	33361	13189
2150	33376	13173
2151	33391	13158
2152	33408	13142
2153	33424	13127
2154	33440	13112
2155	33456	13097
2156	33472	13081
2157	33488	13066
2158	33504	13051
2159	33520	13035
2160	33536	13020
2161	33551	13004
2162	33567	12989
2163	33583	12973
2164	33598	12958
2165	33613	12942
2166	33629	12927
2167	33645	12911
2168	33660	12896
2169	33675	12880
2170	33691	12865
2171	33707	12849
2172	33722	12834
2173	33737	12818
2174	33752	12802
2175	33768	12787
2176	33783	12771
2177	33799	12756
2178	33815	12740
2179	33830	12725
2180	33845	12709
2181	33861	12694
2182	33876	12678
2183	33891	12662
2184	33906	12647
2185	33922	12631
2186	33937	12616
2187	33952	12600
2188	33968	12585
2189	33984	12569
2190	33999	12554
2191	34015	12538
2192	34030	12522
2193	34046	12507
2194	34061	12491
2195	34076	12475
2196	34092	12460
2197	34107	12445
2198	34123	12429
2199	34138	12413
2200	34153	12398
2201	34168	12382
2202	34185	12367
2203	34200	12351
2204	34215	12336
2205	34230	12320
2206	34246	12305
2207	34263	12290
2208	34279	12274
2209	34294	12259
2210	34311	12244
2211	34326	12228
2212	34341	12212
2213	34357	12197
2214	34373	12181
2215	34388	12166
2216	34403	12150
2217	34418	12134
2218	34433	12119
2219	34448	12103
2220	34464	12088
2221	34479	12072
2222	34494	12056
2223	34509	12041
2224	34525	12025
2225	34540	12010
2226	34555	11994
2227	34571	11978
2228	34586	11963
2229	34600	11947
2230	34616	11931
2231	34630	11916
2232	34645	11900
2233	34661	11884
2234	34675	11868
2235	34689	11852
2236	34705	11837
2237	34720	11821
2238	34736	11806
2239	34752	11791
2240	34767	11775
2241	34782	11759
2242	34798	11744
2243	34814	11728
2244	34830	11713
2245	34846	11698
2246	34861	11682
2247	34876	11666
2248	34891	11651
2249	34906	11635
2250	34922	11620
2251	34939	11605
2252	34955	11589
2253	34971	11574
2254	34987	11559
2255	35002	11543
2256	35017	11527
2257	35033	11512
2258	35048	11496
2259	35063	11481
2260	35078	11465
2261	35094	11449
2262	35109	11434
2263	35125	11418
2264	35141	11403
2265	35156	11387
2266	35170	11371
2267	35185	11356
2268	35201	11340
2269	35215	11324
2270	35230	11309
2271	35246	11293
2272	35262	11278
2273	35277	11262
2274	35293	11247
2275	35308	11231
2276	35325	11216
2277	35340	11201
2278	35355	11185
2279	35371	11169
2280	35386	11154
2281	35402	11138
2282	35417	11123
2283	35433	11107
2284	35448	11092
2285	35462	11076
2286	35477	11060
2287	35493	11045
2288	35508	11029
2289	35524	11014
2290	35540	10998
2291	35554	10982
2292	35570	10967
2293	35586	10951
2294	35601	10936
2295	35617	10921
2296	35633	10905
2297	35647	10889
2298	35663	10874
2299	35678	10858
2300	35693	10843
2301	35709	10827
2302	35725	10812
2303	35740	10796
2304	35756	10781
2305	35770	10765
2306	35786	10749
2307	35802	10734
2308	35817	10718
2309	35833	10703
2310	35860	10691
2311	35878	10676
2312	35897	10662
2313	35915	10647
2314	35934	10632
2315	35954	10618
2316	35971	10603
2317	35990	10589
2318	36009	10574
2319	36026	10559
2320	36042	10543
2321	36057	10528
2322	36072	10512
2323	36088	10497
2324	36103	10481
2325	36118	10466
2326	36134	10450
2327	36149	10434
2328	36165	10419
2329	36180	10403
2330	36196	10388
2331	36211	10372
2332	36227	10357
2333	36242	10341
2334	36257	10326
2335	36273	10310
2336	36290	10295
2337	36305	10279
2338	36320	10264
2339	36335	10248
2340	36350	10232
2341	36365	10217
2342	36380	10201
2343	36396	10185
2344	36412	10170
2345	36428	10155
2346	36443	10139
2347	36459	10124
2348	36475	10108
2349	36490	10093
2350	36505	10077
2351	36520	10061
2352	36535	10046
2353	36550	10030
2354	36566	10015
2355	36581	9999
2356	36596	9983
2357	36611	9968
2358	36627	9952
2359	36642	9936
2360	36657	9921
2361	36672	9905
2362	36688	9890
2363	36703	9874
2364	36718	9858
2365	36733	9843
2366	36748	9827
2367	36763	9811
2368	36780	9796
2369	36795	9781
2370	36810	9765
2371	36825	9749
2372	36839	9733
2373	36855	9718
2374	36871	9703
2375	36886	9687
2376	36901	9671
2377	36916	9656
2378	36932	9640
2379	36947	9624
2380	36963	9609
2381	36978	9593
2382	36994	9578
2383	37010	9562
2384	37025	9547
2385	37041	9531
2386	37056	9516
2387	37072	9500
2388	37088	9485
2389	37103	9469
2390	37119	9454
2391	37135	9439
2392	37150	9423
2393	37166	9407
2394	37181	9392
2395	37197	9376
2396	37213	9361
2397	37227	9345
2398	37242	9329
2399	37257	9314
2400	37273	9298
2401	37287	9283
2402	37303	9267
2403	37318	9251
2404	37334	9236
2405	37349	9221
2406	37364	9205
2407	37380	9189
2408	37396	9174
2409	37412	9158
2410	37427	9143
2411	37443	9127
2412	37458	9112
2413	37474	9096
2414	37490	9081
2415	37505	9065
2416	37520	9050
2417	37537	9034
2418	37552	9019
2419	37568	9003
2420	37584	8988
2421	37599	8972
2422	37614	8957
2423	37629	8941
2424	37645	8926
2425	37660	8910
2426	37674	8894
2427	37691	8879
2428	37706	8864
2429	37722	8848
2430	37738	8833
2431	37754	8817
2432	37771	8802
2433	37787	8786
2434	37802	8771
2435	37817	8755
2436	37832	8740
2437	37847	8724
2438	37862	8708
2439	37877	8693
2440	37893	8677
2441	37908	8662
2442	37924	8646
2443	37940	8631
2444	37955	8615
2445	37971	8600
2446	37987	8584
2447	38002	8569
2448	38018	8553
2449	38034	8538
2450	38049	8522
2451	38065	8507
2452	38081	8491
2453	38096	8476
2454	38112	8460
2455	38128	8445
2456	38143	8429
2457	38158	8414
2458	38173	8398
2459	38190	8383
2460	38205	8367
2461	38220	8351
2462	38235	8336
2463	38251	8321
2464	38267	8305
2465	38282	8289
2466	38298	8274
2467	38313	8258
2468	38329	8243
2469	38344	8227
2470	38360	8212
2471	38376	8196
2472	38392	8181
2473	38409	8166
2474	38425	8150
2475	38440	8135
2476	38455	8119
2477	38470	8104
2478	38486	8088
2479	38501	8072
2480	38517	8057
2481	38533	8042
2482	38548	8026
2483	38562	8010
2484	38578	7995
2485	38595	7979
2486	38611	7964
2487	38627	7948
2488	38641	7933
2489	38656	7917
2490	38672	7902
2491	38687	7886
2492	38703	7871
2493	38718	7855
2494	38734	7840
2495	38751	7824
2496	38766	7809
2497	38781	7793
2498	38797	7778
2499	38813	7762
2500	38828	7747
2501	38843	7731
2502	38859	7715
2503	38874	7700
2504	38890	7684
2505	38905	7669
2506	38921	7653
2507	38936	7638
2508	38951	7622
2509	38967	7607
2510	38982	7591
2511	38998	7576
2512	39012	7560
2513	39028	7544
2514	39042	7529
2515	39058	7513
2516	39074	7498
2517	39090	7482
2518	39105	7467
2519	39120	7451
2520	39134	7435
2521	39149	7420
2522	39165	7404
2523	39180	7388
2524	39195	7373
2525	39210	7357
2526	39225	7342
2527	39241	7326
2528	39257	7311
2529	39273	7295
2530	39289	7280
2531	39304	7264
2532	39320	7249
2533	39336	7233
2534	39351	7218
2535	39367	7202
2536	39382	7187
2537	39398	7171
2538	39414	7156
2539	39429	7140
2540	39445	7125
2541	39461	7109
2542	39477	7094
2543	39492	7078
2544	39507	7063
2545	39523	7047
2546	39538	7032
2547	39554	7016
2548	39569	7001
2549	39585	6985
2550	39600	6970
2551	39615	6954
2552	39630	6938
2553	39645	6923
2554	39661	6907
2555	39677	6892
2556	39693	6876
2557	39708	6861
2558	39724	6845
2559	39740	6830
2560	39755	6814
2561	39771	6799
2562	39785	6783
2563	39800	6768
2564	39816	6752
2565	39832	6737
2566	39846	6721
2567	39862	6705
2568	39877	6690
2569	39892	6674
2570	39909	6659
2571	39924	6643
2572	39940	6628
2573	39956	6612
2574	39971	6597
2575	39987	6581
2576	40002	6566
2577	40019	6550
2578	40034	6535
2579	40050	6519
2580	40065	6504
2581	40081	6488
2582	40096	6473
2583	40111	6457
2584	40126	6442
2585	40141	6426
2586	40157	6410
2587	40173	6395
2588	40189	6379
2589	40203	6364
2590	40219	6348
2591	40235	6333
2592	40249	6317
2593	40264	6302
2594	40279	6286
2595	40295	6270
2596	40311	6255
2597	40326	6239
2598	40341	6224
2599	40357	6208
2600	40372	6193
2601	40386	6177
2602	40401	6161
2603	40416	6146
2604	40431	6130
2605	40447	6115
2606	40463	6099
2607	40479	6084
2608	40494	6068
2609	40510	6053
2610	40524	6037
2611	40541	6022
2612	40555	6006
2613	40570	5990
2614	40585	5975
2615	40601	5959
2616	40616	5944
2617	40631	5928
2618	40646	5913
2619	40661	5897
2620	40676	5881
2621	40692	5866
2622	40708	5851
2623	40725	5835
2624	40739	5819
2625	40754	5804
2626	40770	5788
2627	40785	5773
2628	40801	5757
2629	40817	5742
2630	40833	5726
2631	40848	5711
2632	40863	5695
2633	40878	5680
2634	40894	5664
2635	40909	5649
2636	40924	5633
2637	40940	5618
2638	40956	5602
2639	40971	5586
2640	40986	5571
2641	41002	5555
2642	41017	5540
2643	41032	5524
2644	41047	5509
2645	41062	5493
2646	41078	5478
2647	41093	5462
2648	41109	5447
2649	41124	5431
2650	41139	5416
2651	41155	5400
2652	41171	5385
2653	41186	5369
2654	41201	5353
2655	41217	5338
2656	41233	5322
2657	41249	5307
2658	41263	5291
2659	41278	5276
2660	41294	5260
2661	41310	5245
2662	41325	5229
2663	41341	5214
2664	41356	5198
2665	41371	5183
2666	41387	5167
2667	41403	5152
2668	41417	5136
2669	41433	5120
2670	41448	5105
2671	41464	5089
2672	41480	5074
2673	41495	5058
2674	41511	5043
2675	41528	5028
2676	41543	5012
2677	41559	4997
2678	41574	4981
2679	41590	4966
2680	41605	4950
2681	41621	4935
2682	41636	4919
2683	41651	4903
2684	41667	4888
2685	41682	4872
2686	41697	4857
2687	41713	4841
2688	41729	4826
2689	41745	4810
2690	41760	4795
2691	41775	4779
2692	41790	4764
2693	41805	4748
2694	41820	4732
2695	41836	4717
2696	41852	4701
2697	41868	4686
2698	41883	4670
2699	41898	4655
2700	41913	4639
2701	41930	4624
2702	41945	4608
2703	41960	4593
2704	41976	4577
2705	41990	4562
2706	42006	4546
2707	42021	4531
2708	42037	4515
2709	42053	4500
2710	42069	4484
2711	42085	4469
2712	42100	4453
2713	42115	4438
2714	42130	4422
2715	42145	4407
2716	42161	4391
2717	42176	4375
2718	42192	4360
2719	42208	4344
2720	42223	4329
2721	42240	4314
2722	42254	4298
2723	42270	4282
2724	42285	4267
2725	42300	4251
2726	42315	4236
2727	42330	4220
2728	42345	4205
2729	42360	4189
2730	42376	4174
2731	42392	4158
2732	42408	4143
2733	42423	4127
2734	42439	4112
2735	42454	4096
2736	42469	4080
2737	42485	4065
2738	42500	4049
2739	42515	4034
2740	42531	4018
2741	42547	4003
2742	42563	3987
2743	42579	3972
2744	42593	3956
2745	42608	3941
2746	42624	3925
2747	42639	3910
2748	42654	3894
2749	42669	3879
2750	42685	3863
2751	42701	3848
2752	42716	3832
2753	42732	3817
2754	42746	3801
2755	42761	3785
2756	42776	3770
2757	42792	3754
2758	42808	3739
2759	42823	3723
2760	42839	3708
2761	42854	3692
2762	42871	3677
2763	42901	3663
2764	42919	3647
2765	42937	3632
2766	42955	3617
2767	42973	3601
2768	42990	3586
2769	43009	3571
2770	43026	3555
2771	43044	3540
2772	43062	3525
2773	43076	3509
2774	43091	3493
2775	43106	3478
2776	43122	3462
2777	43138	3447
2778	43154	3431
2779	43169	3416
2780	43185	3400
2781	43200	3385
2782	43216	3369
2783	43231	3354
2784	43247	3338
2785	43262	3323
2786	43277	3307
2787	43292	3291
2788	43308	3276
2789	43323	3260
2790	43338	3245
2791	43354	3229
2792	43369	3214
2793	43384	3198
2794	43400	3183
2795	43416	3167
2796	43431	3152
2797	43447	3136
2798	43462	3121
2799	43477	3105
2800	43492	3089
2801	43507	3074
2802	43522	3058
2803	43537	3043
2804	43552	3027
2805	43567	3012
2806	43582	2996
2807	43598	2981
2808	43613	2965
2809	43629	2950
2810	43645	2934
2811	43660	2918
2812	43675	2903
2813	43691	2887
2814	43708	2872
2815	43723	2856
2816	43738	2841
2817	43754	2825
2818	43769	2810
2819	43784	2794
2820	43800	2779
2821	43814	2763
2822	43829	2748
2823	43845	2732
2824	43860	2717
2825	43876	2701
2826	43891	2685
2827	43906	2670
2828	43922	2654
2829	43937	2639
2830	43952	2623
2831	43967	2608
2832	43982	2592
2833	43997	2577
2834	44012	2561
2835	44027	2546
2836	44043	2530
2837	44057	2514
2838	44072	2499
2839	44087	2483
2840	44103	2468
2841	44118	2452
2842	44134	2437
2843	44149	2421
2844	44165	2406
2845	44181	2390
2846	44196	2375
2847	44212	2359
2848	44227	2344
2849	44243	2328
2850	44258	2313
2851	44275	2297
2852	44290	2282
2853	44305	2266
2854	44321	2250
2855	44336	2235
2856	44352	2219
2857	44367	2204
2858	44382	2188
2859	44398	2173
2860	44414	2157
2861	44430	2142
2862	44445	2126
2863	44460	2111
2864	44477	2095
2865	44493	2080
2866	44508	2064
2867	44523	2049
2868	44539	2033
2869	44554	2018
2870	44570	2002
2871	44585	1987
2872	44600	1971
2873	44615	1956
2874	44631	1940
2875	44646	1924
2876	44661	1909
2877	44679	1894
2878	44694	1878
2879	44710	1862
2880	44725	1847
2881	44741	1831
2882	44755	1816
2883	44770	1800
2884	44786	1785
2885	44802	1769
2886	44817	1754
2887	44832	1738
2888	44848	1723
2889	44863	1707
2890	44879	1692
2891	44894	1676
2892	44909	1661
2893	44924	1645
2894	44939	1629
2895	44955	1614
2896	44972	1598
2897	44987	1583
2898	45002	1567
2899	45018	1552
2900	45034	1536
2901	45050	1521
2902	45066	1505
2903	45083	1490
2904	45098	1474
2905	45113	1459
2906	45129	1443
2907	45145	1428
2908	45161	1412
2909	45177	1397
2910	45192	1381
2911	45207	1366
2912	45223	1350
2913	45238	1335
2914	45253	1319
2915	45268	1304
2916	45283	1288
2917	45299	1272
2918	45314	1257
2919	45331	1241
2920	45345	1226
2921	45360	1210
2922	45375	1195
2923	45391	1179
2924	45407	1164
2925	45423	1148
2926	45437	1133
2927	45453	1117
2928	45469	1102
2929	45485	1086
2930	45501	1071
2931	45516	1055
2932	45531	1040
2933	45547	1024
2934	45563	1009
2935	45579	993
2936	45594	978
2937	45610	962
2938	45624	946
2939	45640	931
2940	45656	915
2941	45671	900
2942	45688	884
2943	45703	869
2944	45718	853
2945	45733	838
2946	45749	822
2947	45764	807
2948	45780	791
2949	45797	776
2950	45813	760
2951	45828	745
2952	45843	729
2953	45858	714
2954	45874	698
2955	45890	683
2956	45905	667
2957	45920	652
2958	45935	636
2959	45951	620
2960	45966	605
2961	45982	589
2962	45997	574
2963	46012	558
2964	46028	543
2965	46044	527
2966	46059	512
2967	46075	496
2968	46091	481
2969	46107	465
2970	46123	450
2971	46138	434
2972	46154	419
2973	46169	403
2974	46185	388
2975	46201	372
2976	46216	357
2977	46231	341
2978	46247	326
2979	46263	310
2980	46278	294
2981	46294	279
2982	46308	263
2983	46323	248
2984	46339	232
2985	46355	217
2986	46370	201
2987	46386	186
2988	46401	170
2989	46417	155
2990	46432	139
2991	46448	124
2992	46463	108
2993	46479	93
2994	46495	77
2995	46510	62
2996	46526	46
2997	46541	31
2998	46556	15
2999	46572	0
